"ID","FECHA_UTC","HORA_UTC","LATITUD","LONGITUD","PROFUNDIDAD","MAGNITUD","FECHA_CORTE"
"3468","19871022","211208","-17.2","-71.42","118","5.2","20223006"
"3568","19880413","015949","-17.67","-72.65","33","5.2","20223006"
"3613","19880803","141746","-6.98","-75.89","80","5.2","20223006"
"3624","19880910","060132","-10.76","-76.83","94","5.2","20223006"
"3682","19890226","101228","-4.63","-77.4","52","5.2","20223006"
"3694","19890306","114406","-2.78","-80.57","36","5.2","20223006"
"3796","19890507","122732","-8.83","-75.33","155","5.2","20223006"
"3812","19890518","074616","-7.86","-74.17","162","5.2","20223006"
"3840","19890627","081010","-16.21","-75.1","22","5.2","20223006"
"3859","19890721","014617","-13.93","-75.21","35","5.2","20223006"
"3860","19890721","024458","-11.65","-73.25","122","5.2","20223006"
"3864","19890724","013638","-7.49","-76.74","30","5.2","20223006"
"3997","19900110","133338","-17","-73.5","26","5.2","20223006"
"4020","19900127","091053","-17.36","-70.24","75","5.2","20223006"
"4029","19900202","155654","-18.69","-71.1","40","5.2","20223006"
"4044","19900210","184029","-3.224","-81.755","33","5.2","20223006"
"4093","19900320","183759","-11.78","-76.16","80","5.2","20223006"
"4110","19900409","072233","-13.54","-72.73","40","5.2","20223006"
"4157","19900527","220233","-9.3","-79.19","54","5.2","20223006"
"4158","19900529","134328","-15.44","-72.96","57","5.2","20223006"
"4165","19900530","095311","-5.94","-76.03","18","5.2","20223006"
"4222","19900610","063916","-17.6","-71.39","42","5.2","20223006"
"4230","19900614","080043","-11.59","-76.95","42","5.2","20223006"
"4233","19900615","072151","-5.57","-76.84","49","5.2","20223006"
"4264","19900704","203045","-15.14","-71.95","53","5.2","20223006"
"4277","19900711","053546","-14.05","-74.73","104","5.2","20223006"
"4295","19900729","152913","-4.893","-80.857","39","5.2","20223006"
"4368","19900908","041103","-5.81","-77.46","46","5.2","20223006"
"4386","19900924","153312","-10.28","-73.28","71","5.2","20223006"
"4391","19901005","234329","-18.08","-72.48","11","5.2","20223006"
"4396","19901008","210216","-12.44","-76.83","40","5.2","20223006"
"4419","19901109","103918","-7.96","-74.66","148","5.2","20223006"
"4421","19901110","172028","-7.02","-80.41","31","5.2","20223006"
"4449","19901205","183839","-13.72","-75.32","60","5.2","20223006"
"4450","19901208","183107","-14.09","-76.22","6","5.2","20223006"
"4590","19910405","055340","-5.58","-77.54","114","5.2","20223006"
"4599","19910405","134032","-6.36","-77.46","75","5.2","20223006"
"4606","19910405","213835","-5.91","-77.35","38","5.2","20223006"
"4618","19910406","163040","-6.15","-77.61","35","5.2","20223006"
"4630","19910407","010310","-9.9","-74.72","128","5.2","20223006"
"4651","19910409","153521","-5.74","-77.01","29","5.2","20223006"
"4671","19910414","081838","-5","-77.2","90","5.2","20223006"
"4674","19910415","225448","-5.73","-77.13","23","5.2","20223006"
"4722","19910528","032226","-6.07","-77.19","24","5.2","20223006"
"4733","19910618","023150","-8.24","-76.18","47","5.2","20223006"
"4773","19910808","120219","-11.43","-73.1","71","5.2","20223006"
"4774","19910808","132253","-11.65","-73.47","21","5.2","20223006"
"4775","19910808","155958","-13.6","-77.3","25","5.2","20223006"
"4781","19910819","074306","-9.19","-78.11","28","5.2","20223006"
"4784","19910822","220229","-15.29","-72.7","108","5.2","20223006"
"4798","19910831","164557","-14.92","-75.15","47","5.2","20223006"
"4872","19911222","193926","-11.78","-77.38","73","5.2","20223006"
"4967","19920424","131232","-9.5","-79.94","15","5.2","20223006"
"4981","19920506","232947","-17.165","-72.015","52","5.2","20223006"
"5073","19920902","223729","-12.434","-70.996","28","5.2","20223006"
"5095","19921006","003000","-7.31","-80.42","44","5.2","20223006"
"5143","19921127","204909","-13.01","-76.81","21","5.2","20223006"
"5164","19921214","124949","-14.71","-72.47","34","5.2","20223006"
"5165","19921215","003951","-14.73","-75.34","33","5.2","20223006"
"5238","19930228","010520","-10.73","-78.5","47","5.2","20223006"
"5280","19930418","082848","-18.353","-69.44","126","5.2","20223006"
"5361","19930807","220959","-11.59","-73.96","63","5.2","20223006"
"5377","19930901","065453","-13.87","-77.23","15","5.2","20223006"
"5399","19930925","033105","-14.05","-76.46","22","5.2","20223006"
"5501","19940131","023617","-7.66","-74.13","22","5.2","20223006"
"5620","19940507","003152","-13.75","-75.63","48","5.2","20223006"
"5662","19940608","115204","-8.19","-74.5","145","5.2","20223006"
"5682","19940622","203412","-11.26","-78.24","32","5.2","20223006"
"5713","19940714","220904","-15.67","-73.73","32","5.2","20223006"
"5716","19940717","060100","-18.64","-69.73","86","5.2","20223006"
"5787","19941001","073357","-5.46","-76.73","79","5.2","20223006"
"5862","19941219","050439","-5.54","-79.5","18","5.2","20223006"
"5882","19950110","110354","-16.534","-69.258","171","5.2","20223006"
"5920","19950214","122652","-13.11","-76.85","6","5.2","20223006"
"5953","19950308","035117","-8.3","-72.95","166","5.2","20223006"
"5970","19950325","011301","-15.966","-74.889","33","5.2","20223006"
"5980","19950402","081240","-11.48","-73.62","32","5.2","20223006"
"6180","19950821","230932","-16.6","-72.37","37","5.2","20223006"
"6209","19950903","073138","-15.96","-72.14","60","5.2","20223006"
"6284","19951003","063150","-7.68","-75.27","89","5.2","20223006"
"6321","19951006","180600","-2.718","-77.808","62","5.2","20223006"
"6449","19951206","153820","-6.35","-75.8","19","5.2","20223006"
"6489","19951230","152212","-6.58","-79.12","17","5.2","20223006"
"6502","19960107","074708","-13.259","-77.0846","13","5.2","20223006"
"6552","19960213","011746","-11.7322","-77.6453","31","5.2","20223006"
"6578","19960222","092025","-8.6727","-80.7347","11","5.2","20223006"
"6584","19960223","012803","-9.6508","-79.883","35","5.2","20223006"
"6655","19960410","232413","-13.2618","-76.5932","71","5.2","20223006"
"6728","19960622","125029","-5.6377","-77.595","61","5.2","20223006"
"6818","19960822","143026","-10.1421","-77.6975","111","5.2","20223006"
"6826","19960825","110011","-7.2367","-80.7916","37","5.2","20223006"
"6856","19960909","011910","-16.6266","-72.7514","25","5.2","20223006"
"6859","19960910","143851","-7.7703","-74.3006","120","5.2","20223006"
"6860","19960911","164251","-10.6737","-78.9532","31","5.2","20223006"
"6879","19960925","173027","-3.9197","-80.2423","53","5.2","20223006"
"6902","19961019","065133","-8.708","-76.0859","78","5.2","20223006"
"6919","19961112","171616","-15.111","-75.069","33","5.2","20223006"
"6997","19961114","065012","-14.6917","-76.1532","17","5.2","20223006"
"7069","19961121","072722","-15.0344","-75.3627","25","5.2","20223006"
"7077","19961122","153832","-7.594","-74.6536","179","5.2","20223006"
"7133","19961228","162205","-15.009","-75.9629","13","5.2","20223006"
"7223","19970213","125827","-8.3928","-74.5507","174","5.2","20223006"
"7301","19970406","231929","-10.6243","-75.4066","26","5.2","20223006"
"7357","19970519","072000","-9.6242","-79.3304","41","5.2","20223006"
"7486","19970826","142656","-5.7487","-81.6283","22","5.2","20223006"
"7544","19971001","005257","-16.8302","-73.3373","46","5.2","20223006"
"7560","19971012","055528","-10.8372","-74.2353","28","5.2","20223006"
"7657","19980109","143819","-14.066","-77.0581","41","5.2","20223006"
"7672","19980114","165359","-15.5252","-71.64","132","5.2","20223006"
"7714","19980209","165145","-15.1861","-75.8821","22","5.2","20223006"
"7732","19980220","021740","-11.1642","-74.4977","16","5.2","20223006"
"7739","19980221","071726","-11.3771","-74.6417","22","5.2","20223006"
"7754","19980226","172226","-10.8034","-74.092","16","5.2","20223006"
"7763","19980303","161805","-13.7745","-75.5747","68","5.2","20223006"
"7772","19980307","070238","-9.5964","-75.6154","140","5.2","20223006"
"7854","19980414","093535","-15.9995","-74.5549","56","5.2","20223006"
"7867","19980503","061203","-14.6522","-76.7098","19","5.2","20223006"
"7908","19980525","125959","-8.2232","-75.505","129","5.2","20223006"
"8012","19980805","205355","-17.6563","-70.6551","32","5.2","20223006"
"8020","19980817","063626","-10.3471","-78.164","56","5.2","20223006"
"8038","19980831","154116","-15.5022","-69.9778","195","5.2","20223006"
"8064","19980921","015855","-15.437","-76.055","15","5.2","20223006"
"8073","19980923","093539","-5.0557","-76.8631","35","5.2","20223006"
"8090","19981007","224644","-5.209","-78.3084","36","5.2","20223006"
"8096","19981014","073452","-14.5086","-75.1253","110","5.2","20223006"
"8164","19981130","181622","-15.8736","-72.1043","20","5.2","20223006"
"8166","19981201","132247","-18.0802","-69.6563","158","5.2","20223006"
"8229","19981226","190433","-8.0079","-73.786","186","5.2","20223006"
"8443","19990818","014923","-11.7328","-76.742","98","5.2","20223006"
"8477","19990919","111617","-16.4139","-74.3233","35","5.2","20223006"
"8500","19991009","080650","-9.5542","-79.3561","75","5.2","20223006"
"8523","19991106","164559","-5.041","-80.8535","42","5.2","20223006"
"8544","19991208","031436","-10.3671","-74.7649","68","5.2","20223006"
"8607","20000205","215504","-5.6529","-79.3062","74","5.2","20223006"
"8608","20000206","071242","-5.2287","-81.0062","38","5.2","20223006"
"8618","20000214","175153","-5.4442","-77.2683","22","5.2","20223006"
"8674","20000328","232849","-2.5166","-75.4675","155","5.2","20223006"
"8858","20000803","222140","-17.7596","-71.9709","44","5.2","20223006"
"8933","20000908","102618","-4.2166","-81.1112","36","5.2","20223006"
"8937","20000910","043728","-4.9822","-82.0049","9","5.2","20223006"
"8947","20000918","053709","-7.713","-74.6032","169","5.2","20223006"
"8980","20001017","020022","-8.6008","-73.7834","179","5.2","20223006"
"8991","20001022","172059","-15.953","-73.7363","95","5.2","20223006"
"9015","20001103","074156","-8.5872","-80.4926","14","5.2","20223006"
"9062","20001212","031208","-7.505","-75.3857","126","5.2","20223006"
"9144","20010228","025743","-7.2991","-81.6188","53","5.2","20223006"
"9180","20010404","175941","-7.5421","-74.3301","170","5.2","20223006"
"9270","20010623","215454","-17.202","-72.632","33","5.2","20223006"
"9296","20010624","004933","-3.968","-80.866","31","5.2","20223006"
"9337","20010624","052926","-17.003","-73.57","33","5.2","20223006"
"9353","20010624","081139","-17.037","-73.549","34","5.2","20223006"
"9370","20010624","133325","-16.655","-74.058","33","5.2","20223006"
"9375","20010624","141333","-17.0207","-71.6461","52","5.2","20223006"
"9401","20010625","032644","-17.3045","-73.6514","46","5.2","20223006"
"9426","20010626","004630","-13.0574","-73.3018","44","5.2","20223006"
"9433","20010626","063250","-17.4754","-72.1179","52","5.2","20223006"
"9479","20010628","183535","-18.2386","-73.1991","27","5.2","20223006"
"9541","20010707","051941","-16.4535","-73.9234","55","5.2","20223006"
"9544","20010707","095825","-17.643","-71.864","33","5.2","20223006"
"9561","20010707","122231","-17.8012","-72.2576","55","5.2","20223006"
"9578","20010707","223645","-17.7799","-72.2669","44","5.2","20223006"
"9634","20010713","191740","-17.654","-72.0247","44","5.2","20223006"
"9635","20010714","042737","-12.1935","-74.8693","11","5.2","20223006"
"9644","20010717","232559","-16.8724","-73.6074","26","5.2","20223006"
"9692","20010808","090234","-17.2345","-72.5754","38","5.2","20223006"
"9702","20010811","132634","-16.1319","-73.6676","85","5.2","20223006"
"9716","20010818","053542","-3.2315","-77.2075","122","5.2","20223006"
"9797","20011013","003122","-17.703","-71.0879","29","5.2","20223006"
"9914","20020106","122958","-8.9677","-75.317","14","5.2","20223006"
"9946","20020126","162009","-15.5797","-72.8546","36","5.2","20223006"
"9966","20020207","060722","-17.3263","-72.8836","31","5.2","20223006"
"9984","20020225","130726","-15.9765","-73.7363","22","5.2","20223006"
"10001","20020316","042222","-4.3126","-75.7065","141","5.2","20223006"
"10024","20020403","140854","-7.3517","-81.0601","39","5.2","20223006"
"10030","20020414","202725","-16.6463","-72.5894","127","5.2","20223006"
"10031","20020415","050852","-10.4517","-79.9743","28","5.2","20223006"
"10092","20020624","190415","-14.9898","-71.822","114","5.2","20223006"
"10096","20020629","191747","-5.1811","-76.7282","19","5.2","20223006"
"10180","20021024","100933","-8.6547","-74.5495","156","5.2","20223006"
"10185","20021029","023945","-16.678","-69.7591","118","5.2","20223006"
"10186","20021030","035027","-7.8033","-74.3139","172","5.2","20223006"
"10219","20021128","060240","-18.2031","-69.8911","143","5.2","20223006"
"10245","20021228","135141","-15.2332","-72.665","110","5.2","20223006"
"10326","20030331","220823","-10.369","-74.8036","32","5.2","20223006"
"10359","20030513","151700","-9.6245","-75.1609","50","5.2","20223006"
"10433","20030718","050708","-10.4773","-74.5337","178","5.2","20223006"
"10459","20030808","153754","-14.5245","-71.1481","164","5.2","20223006"
"10508","20030919","014423","-17.8755","-70.9492","44","5.2","20223006"
"10536","20031003","153028","-3.8367","-76.7943","143","5.2","20223006"
"10597","20031126","125500","-9.8233","-80.0098","33","5.2","20223006"
"10635","20031228","071419","-9.2821","-70.7279","573","5.2","20223006"
"10720","20040323","210030","-14.9666","-71.8747","129","5.2","20223006"
"10765","20040504","213543","-11.4302","-73.922","139","5.2","20223006"
"10766","20040506","173523","-14.9415","-73.7604","52","5.2","20223006"
"11102","20050409","133232","-5.1137","-80.1716","44","5.2","20223006"
"11140","20050503","044028","-8.7627","-74.9821","145","5.2","20223006"
"11143","20050505","132454","-14.7694","-76.0794","28","5.2","20223006"
"11144","20050508","033003","-10.441","-79.6553","10","5.2","20223006"
"11193","20050616","054124","-10.1735","-79.0568","27","5.2","20223006"
"11229","20050725","095339","-17.8747","-70.6005","46","5.2","20223006"
"11242","20050801","162341","-16.9093","-69.9822","51","5.2","20223006"
"11264","20050813","165120","-17.0406","-70.2721","34","5.2","20223006"
"11284","20050823","063223","-4.9269","-80.7392","67","5.2","20223006"
"11285","20050824","014713","-16.8833","-70.469","31","5.2","20223006"
"11294","20050829","013505","-17.4415","-70.8471","73","5.2","20223006"
"11328","20050926","154001","-17.1663","-70.2351","118","5.2","20223006"
"11340","20051001","235926","-16.8189","-70.6647","20","5.2","20223006"
"11369","20051012","224303","-16.7751","-70.6228","25","5.2","20223006"
"11383","20051020","193016","-13.2637","-70.043","20","5.2","20223006"
"11394","20051029","064256","-8.3751","-80.293","35","5.2","20223006"
"11469","20051120","153233","-14.2358","-73.5185","108","5.2","20223006"
"11498","20051127","044605","-8.1746","-77.9777","116","5.2","20223006"
"11499","20051127","084509","-14.1435","-76.363","17","5.2","20223006"
"11713","20060226","005134","-12.5893","-75.0164","15","5.2","20223006"
"11729","20060325","085629","-10.386","-76.0006","126","5.2","20223006"
"11776","20060601","041112","-7.0732","-76.9918","87","5.2","20223006"
"11787","20060617","095402","-14.4774","-73.788","57","5.2","20223006"
"11862","20060911","152753","-5.0089","-76.5756","52","5.2","20223006"
"11934","20061128","221618","-14.5246","-73.9935","59","5.2","20223006"
"11939","20061209","081153","-14.2952","-75.8012","61","5.2","20223006"
"11947","20061220","151057","-5.0406","-75.6046","169","5.2","20223006"
"11995","20070215","113255","-7.8024","-73.6868","24","5.2","20223006"
"12029","20070316","145337","-16.825","-71.6727","120","5.2","20223006"
"12141","20070716","124329","-15.9549","-74.0039","55","5.2","20223006"
"12155","20070802","052639","-3.8016","-78.1736","27","5.2","20223006"
"12170","20070815","235733","-13.365","-76.747","35","5.2","20223006"
"12287","20070817","191442","-13.4891","-77.1729","47","5.2","20223006"
"12425","20070928","024235","-5.8616","-81.0472","29","5.2","20223006"
"12480","20071109","081434","-15.1668","-71.8238","135","5.2","20223006"
"12543","20080102","232658","-15.9953","-73.1818","105","5.2","20223006"
"12551","20080112","034813","-6.9961","-79.5551","71","5.2","20223006"
"12569","20080126","175951","-2.88","-80.39","64","5.2","20223006"
"12581","20080209","093252","-16.0947","-71.8047","171","5.2","20223006"
"12587","20080217","004742","-13.5335","-77.083","47","5.2","20223006"
"12605","20080308","235110","-13.348","-76.8272","29","5.2","20223006"
"12612","20080320","044319","-11.9615","-79.2246","22","5.2","20223006"
"12685","20080619","083517","-16.1462","-70.313","218","5.2","20223006"
"12710","20080719","104855","-10.1719","-75.5576","15","5.2","20223006"
"12787","20081104","032038","-9.6858","-78.6565","52","5.2","20223006"
"12835","20090119","000239","-13.7351","-77.0632","17","5.2","20223006"
"12845","20090203","031422","-16.5001","-73.1449","48","5.2","20223006"
"12866","20090302","003922","-4.4265","-80.8878","26","5.2","20223006"
"12887","20090401","024125","-16.7719","-71.4877","120","5.2","20223006"
"12893","20090412","162438","-14.3742","-75.7464","55","5.2","20223006"
"12901","20090421","173226","-9.5393","-70.9662","653","5.2","20223006"
"12933","20090525","041242","-2.3714","-81.5501","27","5.2","20223006"
"12953","20090620","040019","-14.448","-72.9034","79","5.2","20223006"
"12959","20090630","104156","-15.4242","-75.0151","50","5.2","20223006"
"12964","20090702","030948","-7.4295","-76.3316","116","5.2","20223006"
"12979","20090724","091912","-4.0324","-81.5461","25","5.2","20223006"
"12995","20090810","130541","-13.9539","-75.9565","61","5.2","20223006"
"13046","20091003","130309","-8.5053","-79.9134","51","5.2","20223006"
"13079","20091123","213554","-11.4706","-73.1899","143","5.2","20223006"
"13097","20091219","205615","-16","-73.7512","86","5.2","20223006"
"13135","20100204","115024","-17.1735","-73.7309","40","5.2","20223006"
"13138","20100206","013341","-16.9546","-73.7584","15","5.2","20223006"
"13171","20100319","001826","-14.291","-74.5886","133","5.2","20223006"
"13214","20100423","101415","-18.6101","-69.9461","75","5.2","20223006"
"13224","20100426","233040","-8.4771","-75.7144","142","5.2","20223006"
"13275","20100608","063218","-17.5192","-72.8208","37","5.2","20223006"
"13349","20100811","213621","-14.3044","-73.327","102","5.2","20223006"
"13395","20100908","144726","-17.9184","-69.8096","217","5.2","20223006"
"13435","20100927","203525","-14.8544","-76.0005","19","5.2","20223006"
"13446","20101002","145401","-4.2331","-76.4084","76","5.2","20223006"
"13489","20101026","185519","-7.2993","-81.4656","51","5.2","20223006"
"13517","20101117","193624","-16.188","-75.508","2","5.2","20223006"
"13547","20101125","181654","-16.1014","-71.6942","10","5.2","20223006"
"13566","20101207","041440","-16.9305","-71.1276","123","5.2","20223006"
"13574","20101211","084338","-17.7811","-72.0705","11","5.2","20223006"
"13581","20101213","130528","-2.5012","-77.7324","78","5.2","20223006"
"13588","20101217","203425","-17.3768","-71.6716","42","5.2","20223006"
"13600","20101221","200449","-15.4188","-70.8271","206","5.2","20223006"
"13821","20110321","064824","-14.5221","-76.7955","15","5.2","20223006"
"13854","20110403","194535","-7.2718","-76.6331","30","5.2","20223006"
"13900","20110425","043057","-12.047","-72.0941","149","5.2","20223006"
"13903","20110425","222209","-2.6808","-77.9845","155","5.2","20223006"
"13999","20110614","083808","-10.2273","-70.9016","602","5.2","20223006"
"14017","20110619","002005","-6.0235","-81.115","24","5.2","20223006"
"14045","20110702","000334","-14.6494","-76.1832","43","5.2","20223006"
"14258","20110925","195915","-15.5836","-75.0492","38","5.2","20223006"
"14400","20111028","202642","-14.6886","-76.5741","21","5.2","20223006"
"14407","20111029","004800","-14.7135","-76.1461","50","5.2","20223006"
"14422","20111029","042333","-14.8016","-76.2949","14","5.2","20223006"
"14425","20111029","052557","-14.6821","-76.5629","7","5.2","20223006"
"14426","20111029","053339","-14.6891","-76.546","12","5.2","20223006"
"14545","20111122","021803","-16.6815","-72.3394","135","5.2","20223006"
"14635","20111219","053757","-12.2521","-77.3847","44","5.2","20223006"
"14646","20111229","134541","-12.633","-76.889","72","5.2","20223006"
"14713","20120201","044942","-8.704","-80.268","55","5.2","20223006"
"14718","20120205","205849","-15.6373","-70.9008","176","5.2","20223006"
"14736","20120214","021538","-18.4063","-70.1132","144","5.2","20223006"
"14737","20120214","044215","-12.3096","-77.3945","47","5.2","20223006"
"14809","20120313","213057","-15.892","-70.8429","197","5.2","20223006"
"14823","20120319","195909","-5.3644","-80.2775","60","5.2","20223006"
"14824","20120319","232130","-11.2153","-78.1814","51","5.2","20223006"
"14968","20120530","215859","-10.1704","-74.3713","30","5.2","20223006"
"14990","20120616","001938","-2.4959","-76.2443","60","5.2","20223006"
"15036","20120711","205236","-15.4813","-75.6492","32","5.2","20223006"
"15094","20120807","020248","-9.2024","-75.9677","157","5.2","20223006"
"15131","20120830","030122","-8.6009","-74.9744","157","5.2","20223006"
"15150","20120906","210416","-16.586","-73.8315","41","5.2","20223006"
"15287","20121116","002156","-13.2981","-76.6794","57","5.2","20223006"
"15381","20121224","053134","-18.1716","-70.3164","99","5.2","20223006"
"15439","20130115","223450","-5.7443","-80.6656","35","5.2","20223006"
"15512","20130212","055001","-15.1125","-72.5749","130","5.2","20223006"
"15520","20130218","045151","-3.6914","-77.0985","143","5.2","20223006"
"15560","20130304","172259","-8.2066","-75.6719","118","5.2","20223006"
"15626","20130327","205927","-10.9614","-74.1737","168","5.2","20223006"
"15653","20130407","084035","-7.9949","-79.825","63","5.2","20223006"
"15784","20130523","001410","-18.4804","-69.7409","167","5.2","20223006"
"15878","20130630","023255","-14.8243","-75.9662","46","5.2","20223006"
"16060","20130922","084130","-7.1065","-81.0025","28","5.2","20223006"
"16078","20131001","041221","-18.5164","-69.6007","145","5.2","20223006"
"16270","20131125","194258","-3.4309","-80.3918","56","5.2","20223006"
"16407","20140106","200542","-4.8901","-80.8541","38","5.2","20223006"
"16602","20140315","060544","-14.1391","-76.2971","34","5.2","20223006"
"16681","20140407","152733","-8.2424","-71.5809","561","5.2","20223006"
"16879","20140613","011435","-5.1929","-80.9131","29","5.2","20223006"
"16929","20140704","200010","-8.9113","-75.7648","138","5.2","20223006"
"17116","20140907","151145","-14.8199","-75.4153","53","5.2","20223006"
"17175","20141005","135436","-4.0047","-76.2539","41","5.2","20223006"
"17192","20141015","050615","-13.6294","-76.9065","36","5.2","20223006"
"17208","20141020","073421","-15.145","-75.7384","29","5.2","20223006"
"17282","20141113","091424","-7.9699","-74.4542","164","5.2","20223006"
"17302","20141119","141751","-16.0768","-74.0186","77","5.2","20223006"
"17336","20141130","111415","-15.3236","-75.0633","39","5.2","20223006"
"17338","20141130","152807","-14.6422","-76.3248","29","5.2","20223006"
"17416","20141227","183556","-12.4766","-72.699","106","5.2","20223006"
"17482","20150125","031009","-14.0694","-74.5603","95","5.2","20223006"
"17585","20150228","201025","-15.6674","-72.0114","5","5.2","20223006"
"17603","20150306","180949","-8.5421","-75.8634","33","5.2","20223006"
"17636","20150318","053917","-18.4655","-71.2745","25","5.2","20223006"
"17641","20150318","195612","-16.7643","-72.8993","45","5.2","20223006"
"17716","20150417","153645","-8.8735","-74.5062","152","5.2","20223006"
"17909","20150728","035137","-9.8627","-75.7775","129","5.2","20223006"
"17943","20150824","100103","-18.077","-70.8679","66","5.2","20223006"
"17951","20150828","162703","-17.0204","-69.6779","189","5.2","20223006"
"17973","20150907","051608","-16.9695","-69.3357","243","5.2","20223006"
"17977","20150910","164358","-13.6456","-76.8495","20","5.2","20223006"
"18032","20151007","055915","-17.8842","-70.0662","132","5.2","20223006"
"18061","20151027","162353","-10.7875","-78.5961","56","5.2","20223006"
"18141","20151126","060106","-9.0406","-71.2373","629","5.2","20223006"
"18159","20151203","153200","-3.2044","-75.8668","173","5.2","20223006"
"18231","20151229","092805","-7.3275","-74.7588","182","5.2","20223006"
"18329","20160124","052433","-8.8099","-74.6487","170","5.2","20223006"
"18407","20160222","202935","-15.7067","-71.8012","7","5.2","20223006"
"18480","20160318","171506","-8.5606","-74.8002","121","5.2","20223006"
"18589","20160506","145223","-11.8017","-77.763","46","5.2","20223006"
"18791","20160803","223541","-13.318","-74.8264","112","5.2","20223006"
"18832","20160821","071402","-16.2097","-73.8652","37","5.2","20223006"
"18846","20160827","201914","-8.228","-76.2777","160","5.2","20223006"
"18911","20160925","121041","-8.3771","-75.139","135","5.2","20223006"
"18928","20160930","223547","-3.9993","-77.0339","122","5.2","20223006"
"18961","20161014","214507","-11.0224","-79.2959","37","5.2","20223006"
"18984","20161025","094724","-8.612","-74.9389","142","5.2","20223006"
"19087","20161128","033954","-8.3145","-80.1179","45","5.2","20223006"
"19104","20161202","030453","-15.3523","-70.9194","16","5.2","20223006"
"19123","20161207","102454","-5.2794","-78.8856","17","5.2","20223006"
"19127","20161208","190713","-10.9425","-78.3221","41","5.2","20223006"
"19229","20170118","080323","-15.4927","-70.363","246","5.2","20223006"
"19260","20170128","113938","-14.5102","-76.5473","21","5.2","20223006"
"19289","20170209","175323","-9.0937","-79.09","43","5.2","20223006"
"19383","20170321","042908","-3.5874","-81.1816","47","5.2","20223006"
"19396","20170325","180646","-4.3601","-77.0262","36","5.2","20223006"
"19405","20170330","132514","-10.6677","-73.7641","133","5.2","20223006"
"19438","20170409","140406","-3.8694","-75.8758","174","5.2","20223006"
"19486","20170430","133553","-15.6895","-71.9033","12","5.2","20223006"
"19542","20170521","101416","-4.7974","-80.1216","90","5.2","20223006"
"19584","20170608","212440","-9.6212","-78.9896","44","5.2","20223006"
"19607","20170619","041632","-3.7033","-77.1745","130","5.2","20223006"
"19631","20170628","172927","-5.6129","-77.2056","37","5.2","20223006"
"19647","20170708","045157","-9.0453","-74.3562","160","5.2","20223006"
"19650","20170709","010724","-11.8245","-77.566","54","5.2","20223006"
"19696","20170728","095021","-7.5747","-75.7807","107","5.2","20223006"
"19706","20170803","231719","-10.7016","-78.4109","39","5.2","20223006"
"19761","20170828","062648","-7.9544","-74.4558","152","5.2","20223006"
"19795","20170914","081923","-11.9032","-76.3349","11","5.2","20223006"
"19837","20171010","070446","-18.6825","-69.9521","92","5.2","20223006"
"19914","20171127","191932","-17.7594","-69.5084","182","5.2","20223006"
"19938","20171215","111056","-9.0768","-75.8804","13","5.2","20223006"
"19948","20171220","185342","-18.1257","-69.5034","162","5.2","20223006"
"19956","20171226","184733","-5.7972","-79.6627","108","5.2","20223006"
"20013","20180128","060350","-16.0286","-74.8286","34","5.2","20223006"
"20022","20180204","214726","-17.4272","-70.9586","23","5.2","20223006"
"20024","20180205","192706","-12.7538","-78.194","31","5.2","20223006"
"20026","20180205","223102","-16.0174","-74.6133","30","5.2","20223006"
"20082","20180315","201314","-8.7246","-71.3994","608","5.2","20223006"
"20134","20180424","024432","-14.4031","-74.4036","96","5.2","20223006"
"20222","20180618","010052","-9.9288","-75.5728","17","5.2","20223006"
"20225","20180620","194745","-9.3678","-79.3467","38","5.2","20223006"
"20304","20180826","195812","-11.2687","-70.6619","637","5.2","20223006"
"20308","20180827","214618","-17.7768","-70.0008","135","5.2","20223006"
"20385","20181016","153013","-8.0429","-76.6701","143","5.2","20223006"
"20398","20181027","081111","-15.1351","-70.9474","12","5.2","20223006"
"20402","20181029","122050","-3.8091","-80.2878","53","5.2","20223006"
"20523","20190114","224811","-17.7392","-70.6059","80","5.2","20223006"
"20524","20190115","202403","-9.1783","-79.4766","29","5.2","20223006"
"20588","20190221","221735","-15.4339","-73.1484","107","5.2","20223006"
"20607","20190307","040503","-6.4595","-79.6308","18","5.2","20223006"
"20663","20190416","031922","-7.9815","-71.4542","608","5.2","20223006"
"20709","20190513","124153","-14.1609","-74.5217","90","5.2","20223006"
"21108","20200124","051350","-17.4929","-71.0724","79","5.2","20223006"
"21150","20200205","015142","-5.7951","-80.9335","44","5.2","20223006"
"21173","20200213","043149","-16.0946","-74.697","24","5.2","20223006"
"21201","20200225","041458","-8.2103","-80.2557","34","5.2","20223006"
"21226","20200313","020802","-20.0854","-69.8455","95","5.2","20223006"
"21312","20200413","131829","-14.3489","-73.4157","96","5.2","20223006"
"21595","20200816","031849","-19.2556","-70.3967","68","5.2","20223006"
"21867","20201227","135520","-19.1226","-69.7226","121","5.2","20223006"
"21914","20210121","002747","-14.9737","-75.5767","32","5.2","20223006"
"22284","20210709","050531","-20.5096","-69.0011","109","5.2","20223006"
"22294","20210716","204244","-3.5642","-77.3355","30","5.2","20223006"
"22304","20210721","150731","-5.1753","-79.1888","18","5.2","20223006"
"22362","20210809","210323","-14.7661","-76.1888","15","5.2","20223006"
"22574","20211029","195527","-15.1713","-74.1412","106","5.2","20223006"
"22631","20211128","063230","-12.0563","-77.5417","64","5.2","20223006"
"22786","20220220","115819","-18.492","-71.3559","30","5.2","20231910"
