"ID","FECHA_UTC","HORA_UTC","LATITUD","LONGITUD","PROFUNDIDAD","MAGNITUD","FECHA_CORTE"
"1155","19701210","065120","-3.941","-80.931","37","5.1","20223006"
"1161","19701210","134740","-3.897","-80.966","34","5.1","20223006"
"1169","19701211","202412","-4.166","-80.953","42","5.1","20223006"
"1172","19701212","043519","-4.3","-81.2","94","5.1","20223006"
"1176","19701212","211320","-4","-80.86","64","5.1","20223006"
"1185","19701214","094137","-4.022","-80.739","53","5.1","20223006"
"1186","19701214","173036","-15.227","-73.597","79","5.1","20223006"
"1188","19701217","151649","-4.12","-81.1","40","5.1","20223006"
"1193","19701221","105840","-4.059","-80.351","56","5.1","20223006"
"1206","19710105","105535","-3.867","-80.912","40","5.1","20223006"
"1210","19710109","052534","-15.951","-70.785","55","5.1","20223006"
"1220","19710130","101957","-10.999","-78.044","41","5.1","20223006"
"1226","19710309","142825","-10.399","-73.904","136","5.1","20223006"
"1231","19710323","102703","-10.236","-78.805","50","5.1","20223006"
"1285","19711001","210835","-12.739","-77.157","26","5.1","20223006"
"1303","19711111","114354","-7.3","-76.7","74","5.1","20223006"
"1349","19720507","113149","-17.525","-72.361","37","5.1","20223006"
"1358","19720601","005425","-6.733","-76.765","39","5.1","20223006"
"1374","19720705","005938","-9.978","-78.6","56","5.1","20223006"
"1380","19720717","040257","-14.503","-76.376","20","5.1","20223006"
"1381","19720717","092500","-14.556","-76.392","20","5.1","20223006"
"1414","19721028","172238","-17.867","-69.524","141","5.1","20223006"
"1419","19721202","113457","-5.142","-76.15","28","5.1","20223006"
"1420","19721202","162133","-10.298","-74.299","0","5.1","20223006"
"1462","19730419","042848","-14.661","-76.377","51","5.1","20223006"
"1464","19730426","164415","-7.04","-80.402","32","5.1","20223006"
"1483","19730714","042516","-10.259","-79.278","43","5.1","20223006"
"1492","19730807","055627","-5.884","-77.111","71","5.1","20223006"
"1496","19730824","050948","-15.827","-76.664","0","5.1","20223006"
"1511","19731022","061517","-17.823","-69.608","35","5.1","20223006"
"1529","19731126","032447","-6.843","-75.211","91","5.1","20223006"
"1532","19731203","050804","-9.765","-79.484","33","5.1","20223006"
"1569","19740411","095949","-8.38","-77.527","14","5.1","20223006"
"1586","19740530","021240","-4.088","-80.98","31","5.1","20223006"
"1592","19740612","182032","-3.971","-76.703","149","5.1","20223006"
"1606","19740721","221556","-4.81","-80.704","61","5.1","20223006"
"1618","19740821","154153","-11.686","-75.473","108","5.1","20223006"
"1641","19741005","082956","-12.386","-77.61","79","5.1","20223006"
"1642","19741005","175800","-13.873","-76.843","33","5.1","20223006"
"1648","19741007","161140","-12.349","-77.478","0","5.1","20223006"
"1697","19741111","072322","-11.367","-79.096","33","5.1","20223006"
"1698","19741111","114405","-8.435","-77.072","100","5.1","20223006"
"1704","19741205","170339","-11.805","-75.761","50","5.1","20223006"
"1711","19741224","005405","-12.823","-77.781","48","5.1","20223006"
"1721","19750201","125052","-6.107","-79.233","96","5.1","20223006"
"1742","19750419","131340","-14.89","-72.902","99","5.1","20223006"
"1752","19750530","021244","-4.176","-80.996","77","5.1","20223006"
"1753","19750601","024454","-14.161","-75.61","37","5.1","20223006"
"1761","19750615","175917","-8.518","-74.179","165","5.1","20223006"
"1769","19750803","142344","-15.723","-75.112","56","5.1","20223006"
"1770","19750803","174453","-15.68","-75.052","50","5.1","20223006"
"1772","19750810","042020","-9.912","-78.767","98","5.1","20223006"
"1773","19750810","052359","-8.49","-79.614","71","5.1","20223006"
"1778","19750906","104636","-10.592","-74.893","150","5.1","20223006"
"1786","19751030","181959","-6.031","-80.73","33","5.1","20223006"
"1789","19751128","213718","-15.427","-70.678","202","5.1","20223006"
"1797","19751229","151035","-16.662","-74.036","53","5.1","20223006"
"1800","19760112","061409","-9.481","-75.166","117","5.1","20223006"
"1812","19760321","091840","-8.447","-79.863","43","5.1","20223006"
"1818","19760418","105246","-8.457","-74.917","138","5.1","20223006"
"1821","19760506","130050","-14.725","-72.232","103","5.1","20223006"
"1828","19760516","030304","-11.608","-74.43","9","5.1","20223006"
"1834","19760523","222102","-6.949","-74.083","33","5.1","20223006"
"1835","19760528","073003","-15.466","-72.415","126","5.1","20223006"
"1852","19760824","001428","-8.284","-74.442","90","5.1","20223006"
"1857","19760918","072034","-17.619","-69.585","56","5.1","20223006"
"1861","19761016","180729","-15.645","-70.244","227","5.1","20223006"
"1882","19770212","140843","-9.41","-79.818","76","5.1","20223006"
"1890","19770309","072533","-12.242","-74.17","42","5.1","20223006"
"1897","19770405","073452","-16.886","-71.187","107","5.1","20223006"
"1902","19770502","083120","-15.307","-71.873","128","5.1","20223006"
"1903","19770503","224337","-5.929","-75.622","133","5.1","20223006"
"1909","19770512","182217","-16.118","-74.311","57","5.1","20223006"
"1912","19770608","014443","-9.142","-79.325","36","5.1","20223006"
"1914","19770613","010203","-5.621","-77.393","40","5.1","20223006"
"1917","19770719","004831","-8.801","-76.997","105","5.1","20223006"
"1929","19770908","063621","-17.003","-70.768","106","5.1","20223006"
"1933","19770920","171751","-4.335","-80.926","77","5.1","20223006"
"1935","19770928","010154","-5.617","-77.144","71","5.1","20223006"
"1945","19771124","164220","-15.303","-71.166","190","5.1","20223006"
"1947","19771201","074925","-14.086","-76.98","33","5.1","20223006"
"1968","19780329","073003","-9.082","-80.186","33","5.1","20223006"
"1969","19780403","053135","-3.614","-77.163","48","5.1","20223006"
"1971","19780411","225748","-5.734","-75.009","148","5.1","20223006"
"1976","19780420","034149","-12.968","-75.257","92","5.1","20223006"
"2000","19780703","100003","-11.204","-76.233","128","5.1","20223006"
"2009","19780813","152019","-18.279","-69.864","144","5.1","20223006"
"2015","19781005","084817","-16.731","-73.609","65","5.1","20223006"
"2028","19781219","025407","-10.311","-75.207","130","5.1","20223006"
"2037","19790106","030604","-14.464","-75.774","56","5.1","20223006"
"2044","19790212","160130","-15.342","-75.935","33","5.1","20223006"
"2063","19790319","123933","-15.936","-69.426","247","5.1","20223006"
"2066","19790418","193632","-7.745","-74.535","156","5.1","20223006"
"2067","19790421","114621","-5.991","-81.466","48","5.1","20223006"
"2085","19790613","154612","-7.621","-80.597","33","5.1","20223006"
"2094","19790706","134540","-15.015","-70.351","226","5.1","20223006"
"2102","19790824","104855","-14.451","-75.852","49","5.1","20223006"
"2105","19790908","011308","-14.331","-75.829","61","5.1","20223006"
"2115","19791028","051318","-16.489","-75.351","33","5.1","20223006"
"2118","19791113","062204","-2.378","-76.696","140","5.1","20223006"
"2122","19791207","093658","-13.203","-76.518","72","5.1","20223006"
"2134","19800111","085226","-10.255","-74.038","30","5.1","20223006"
"2142","19800219","150918","-6.385","-82.601","33","5.1","20223006"
"2147","19800306","151358","-9.184","-71.231","629","5.1","20223006"
"2158","19800328","061656","-9.194","-71.443","506","5.1","20223006"
"2159","19800329","115631","-7.836","-74.442","151","5.1","20223006"
"2175","19800616","104047","-15.896","-75.665","19","5.1","20223006"
"2187","19800816","235249","-11.786","-75.117","44","5.1","20223006"
"2195","19800923","001820","-18.045","-69.89","133","5.1","20223006"
"2197","19801010","191004","-8.494","-74.663","140","5.1","20223006"
"2199","19801028","202027","-16.636","-73.582","62","5.1","20223006"
"2201","19801102","224041","-17.063","-72.649","77","5.1","20223006"
"2228","19810128","043754","-10.249","-75.598","12","5.1","20223006"
"2229","19810202","072034","-17.303","-71.625","71","5.1","20223006"
"2235","19810227","091510","-15.975","-75.813","16","5.1","20223006"
"2244","19810413","140304","-4.275","-80.991","56","5.1","20223006"
"2250","19810425","024801","-17.934","-69.652","144","5.1","20223006"
"2271","19810622","184017","-13.055","-74.496","29","5.1","20223006"
"2279","19810704","223959","-13.106","-74.44","41","5.1","20223006"
"2293","19810806","071406","-17.007","-73.457","33","5.1","20223006"
"2301","19810915","150812","-10.601","-74.58","33","5.1","20223006"
"2302","19810920","025405","-8.328","-74.327","156","5.1","20223006"
"2311","19811024","170136","-15.755","-74.68","22","5.1","20223006"
"2317","19811111","075246","-8.929","-72.958","60","5.1","20223006"
"2321","19811127","174602","-17.492","-69.683","144","5.1","20223006"
"2326","19811220","061213","-17.719","-69.969","126","5.1","20223006"
"2327","19811225","185424","-3.535","-78.287","97","5.1","20223006"
"2330","19820103","020521","-5.372","-81.311","33","5.1","20223006"
"2336","19820301","013413","-7.6","-76.7","146","5.1","20223006"
"2337","19820303","205402","-6.827","-76.097","121","5.1","20223006"
"2341","19820323","015840","-17.393","-69.672","171","5.1","20223006"
"2343","19820327","111332","-6.012","-81.756","10","5.1","20223006"
"2367","19820725","192237","-3.316","-80.513","33","5.1","20223006"
"2375","19820903","055525","-8.73","-80.2","33","5.1","20223006"
"2378","19820912","165756","-6.98","-80.31","33","5.1","20223006"
"2380","19820926","143513","-3.09","-75.69","136","5.1","20223006"
"2393","19821119","050749","-10.41","-74.9","33","5.1","20223006"
"2419","19830124","205854","-15.59","-75.51","33","5.1","20223006"
"2440","19830404","020110","-5.58","-78.78","52","5.1","20223006"
"2444","19830413","001453","-10.71","-75.27","33","5.1","20223006"
"2468","19830721","023329","-8.56","-74.66","154","5.1","20223006"
"2470","19830723","030151","-11.4","-78.8","90","5.1","20223006"
"2473","19830806","142044","-5.69","-80.02","33","5.1","20223006"
"2480","19830901","192422","-8.78","-79.65","33","5.1","20223006"
"2484","19830924","004339","-8.35","-74.17","157","5.1","20223006"
"2490","19831025","225557","-9.3","-78.7","33","5.1","20223006"
"2498","19831129","114511","-17.49","-70.35","129","5.1","20223006"
"2504","19831220","010706","-14.85","-76.95","95","5.1","20223006"
"2505","19831220","113716","-14.38","-73.67","94","5.1","20223006"
"2514","19840104","101054","-17.166","-69.29","178","5.1","20223006"
"2525","19840123","082401","-9.74","-79.89","17","5.1","20223006"
"2529","19840208","142013","-7.256","-76.473","34","5.1","20223006"
"2583","19840508","161459","-11.42","-76.78","112","5.1","20223006"
"2584","19840509","174308","-9.29","-74.28","163","5.1","20223006"
"2612","19840703","084408","-9.13","-80.65","11","5.1","20223006"
"2670","19850113","131924","-12.14","-77.83","55","5.1","20223006"
"2679","19850130","022602","-6.22","-80.6","61","5.1","20223006"
"2685","19850204","105027","-3.64","-78.004","124","5.1","20223006"
"2723","19850428","013929","-16.9","-70.76","121","5.1","20223006"
"2752","19850625","235821","-13.85","-76.21","64","5.1","20223006"
"2783","19850818","085703","-16.43","-74.83","19","5.1","20223006"
"2792","19850821","160326","-8.86","-80.91","21","5.1","20223006"
"2812","19850927","085340","-5.26","-77.31","125","5.1","20223006"
"2815","19851001","042606","-17.814","-72.725","33","5.1","20223006"
"2818","19851003","150220","-15.5","-73.3","89","5.1","20223006"
"2879","19860112","125910","-9.42","-78.29","29","5.1","20223006"
"2897","19860220","184055","-15","-76.26","30","5.1","20223006"
"2901","19860222","022052","-15.78","-72.98","75","5.1","20223006"
"2907","19860227","022703","-15.01","-75.98","29","5.1","20223006"
"2922","19860312","144135","-17.638","-72.538","33","5.1","20223006"
"2961","19860505","020154","-12.26","-76.46","44","5.1","20223006"
"2975","19860521","035954","-3.05","-77.13","119","5.1","20223006"
"2977","19860522","023817","-12.4","-76.97","30","5.1","20223006"
"2990","19860609","140902","-9.87","-79.56","29","5.1","20223006"
"2993","19860615","013604","-14.1","-74.51","68","5.1","20223006"
"2997","19860627","133930","-9.41","-77.79","15","5.1","20223006"
"3012","19860714","225059","-14.47","-76.04","43","5.1","20223006"
"3023","19860727","025345","-9.78","-74.76","54","5.1","20223006"
"3031","19860819","215707","-14.62","-75.1","25","5.1","20223006"
"3034","19860821","113534","-13.63","-74.77","86","5.1","20223006"
"3053","19861004","212505","-12.9","-76.7","50","5.1","20223006"
"3056","19861012","145109","-12.86","-76.89","46","5.1","20223006"
"3068","19861110","223556","-10.74","-77.14","101","5.1","20223006"
"3093","19861130","031857","-7.68","-78.94","7","5.1","20223006"
"3138","19861225","085730","-8.23","-75.15","75","5.1","20223006"
"3142","19861226","194501","-9.21","-79.31","15","5.1","20223006"
"3156","19870101","010111","-15.73","-74.19","63","5.1","20223006"
"3178","19870126","051631","-15.38","-72.57","159","5.1","20223006"
"3196","19870207","005533","-13.98","-76.73","39","5.1","20223006"
"3201","19870211","075901","-11.51","-73.73","112","5.1","20223006"
"3207","19870219","083513","-14.34","-74.13","39","5.1","20223006"
"3234","19870312","060719","-18.467","-72.192","35","5.1","20223006"
"3302","19870520","085428","-10.36","-73.91","148","5.1","20223006"
"3319","19870530","115428","-16.49","-74.75","23","5.1","20223006"
"3325","19870606","062259","-2.85","-81.08","38","5.1","20223006"
"3444","19871002","023516","-16.18","-71.81","112","5.1","20223006"
"3460","19871010","034803","-8.4","-74.32","154","5.1","20223006"
"3461","19871010","074251","-6.69","-80.84","30","5.1","20223006"
"3467","19871019","082804","-9.36","-80.25","28","5.1","20223006"
"3511","19871221","075542","-2.82","-77.07","150","5.1","20223006"
"3574","19880414","080950","-17.55","-72.83","48","5.1","20223006"
"3585","19880529","100536","-8.3","-79.77","33","5.1","20223006"
"3590","19880620","060927","-15.49","-75.81","48","5.1","20223006"
"3597","19880704","151220","-8.99","-75.61","61","5.1","20223006"
"3598","19880707","035020","-12.58","-77.35","53","5.1","20223006"
"3606","19880718","043132","-16.13","-73.34","48","5.1","20223006"
"3638","19881116","184958","-16.17","-74.66","33","5.1","20223006"
"3644","19881211","090523","-2.45","-77.52","79","5.1","20223006"
"3646","19881216","041918","-9.76","-75.63","33","5.1","20223006"
"3693","19890305","155522","-16.78","-71.52","107","5.1","20223006"
"3726","19890319","101825","-17.83","-69.7","104","5.1","20223006"
"3801","19890511","092604","-5.8","-76.72","124","5.1","20223006"
"3822","19890528","012216","-15.1","-74.43","106","5.1","20223006"
"3829","19890608","184708","-12.57","-78.01","25","5.1","20223006"
"3832","19890614","125427","-9.93","-79.43","22","5.1","20223006"
"3833","19890615","053601","-10.53","-78.92","26","5.1","20223006"
"3842","19890705","001336","-10.33","-77.53","85","5.1","20223006"
"3847","19890708","120524","-13.01","-75.99","92","5.1","20223006"
"3885","19890922","154338","-16.62","-70.03","147","5.1","20223006"
"3904","19891018","201547","-15.02","-70.99","197","5.1","20223006"
"3907","19891025","055615","-4.89","-80.62","43","5.1","20223006"
"3925","19891129","030245","-15.69","-73.37","72","5.1","20223006"
"3933","19891207","163833","-4.276","-76.526","124","5.1","20223006"
"3991","19900107","081908","-18.33","-71.4","33","5.1","20223006"
"4004","19900115","154010","-15.73","-71.69","108","5.1","20223006"
"4006","19900115","235740","-8.5","-75","144","5.1","20223006"
"4011","19900120","164401","-5.95","-81.14","42","5.1","20223006"
"4034","19900208","143443","-17.29","-74.11","13","5.1","20223006"
"4038","19900210","024613","-18.784","-71.271","51","5.1","20223006"
"4046","19900211","112354","-3.876","-81.745","33","5.1","20223006"
"4139","19900502","185029","-15.36","-72.39","73","5.1","20223006"
"4160","19900530","053621","-6.08","-77.27","28","5.1","20223006"
"4199","19900603","075723","-5.73","-76.82","56","5.1","20223006"
"4202","19900604","230012","-6.17","-77.2","12","5.1","20223006"
"4262","19900702","072946","-15.2","-73.85","70","5.1","20223006"
"4272","19900709","071357","-7.92","-76.61","114","5.1","20223006"
"4325","19900815","212442","-4.294","-80.758","33","5.1","20223006"
"4347","19900830","173659","-8.99","-75.19","95","5.1","20223006"
"4384","19900923","110131","-15.11","-72.31","152","5.1","20223006"
"4405","19901020","100131","-7.729","-74.413","162","5.1","20223006"
"4425","19901117","102422","-8.65","-79.68","9","5.1","20223006"
"4517","19910214","121040","-4.26","-80.62","45","5.1","20223006"
"4542","19910304","055457","-8.82","-78.99","47","5.1","20223006"
"4551","19910312","134130","-2.85","-76.08","91","5.1","20223006"
"4611","19910406","035744","-5.81","-76.89","20","5.1","20223006"
"4619","19910406","181141","-5.96","-77.27","23","5.1","20223006"
"4620","19910406","181323","-5.73","-77.06","113","5.1","20223006"
"4642","19910408","195305","-6.02","-77.13","34","5.1","20223006"
"4673","19910415","141529","-5.33","-76.37","57","5.1","20223006"
"4690","19910428","080949","-6.32","-77.2","106","5.1","20223006"
"4739","19910627","221908","-10.82","-74.4","25","5.1","20223006"
"4811","19910929","035506","-8.2","-74.342","166","5.1","20223006"
"4824","19911020","000349","-14.93","-74.67","42","5.1","20223006"
"4839","19911114","093916","-8.42","-78.48","109","5.1","20223006"
"4851","19911130","141100","-10.839","-74.424","33","5.1","20223006"
"4878","19911228","235657","-9.02","-77.99","27","5.1","20223006"
"4883","19920110","170634","-16.49","-73.17","69","5.1","20223006"
"4910","19920206","085858","-15.21","-75.36","26","5.1","20223006"
"4927","19920215","215644","-12.82","-74.7","51","5.1","20223006"
"4962","19920415","225516","-14.19","-76.42","52","5.1","20223006"
"4963","19920415","233955","-14.53","-76.22","19","5.1","20223006"
"5082","19920915","153020","-8.6","-74.48","147","5.1","20223006"
"5103","19921013","040320","-15.47","-73.95","84","5.1","20223006"
"5126","19921104","213556","-14.92","-72.77","113","5.1","20223006"
"5129","19921109","224116","-14.35","-72.86","18","5.1","20223006"
"5162","19921213","195022","-9.46","-74.91","139","5.1","20223006"
"5180","19921223","214735","-13.12","-76.38","16","5.1","20223006"
"5202","19930120","144739","-7.934","-74.467","147","5.1","20223006"
"5208","19930125","011451","-5","-81.42","28","5.1","20223006"
"5232","19930218","012154","-15.72","-74.37","29","5.1","20223006"
"5256","19930325","064846","-9.415","-74.267","33","5.1","20223006"
"5271","19930410","200148","-8.05","-75.96","82","5.1","20223006"
"5300","19930508","144303","-4.79","-79.35","108","5.1","20223006"
"5350","19930629","100559","-8.61","-79.37","44","5.1","20223006"
"5382","19930907","212619","-10.78","-78.09","36","5.1","20223006"
"5406","19930930","182535","-8.07","-75.66","129","5.1","20223006"
"5421","19931011","161234","-10.73","-78.35","12","5.1","20223006"
"5532","19940304","070838","-12.79","-77.04","42","5.1","20223006"
"5601","19940425","185056","-14.76","-75.96","38","5.1","20223006"
"5623","19940508","041946","-7.83","-74.49","41","5.1","20223006"
"5629","19940511","090751","-10","-79.23","27","5.1","20223006"
"5630","19940511","115528","-8.02","-77.51","32","5.1","20223006"
"5718","19940718","181438","-15.41","-71.7","41","5.1","20223006"
"5732","19940803","185140","-10.55","-76.43","139","5.1","20223006"
"5743","19940810","092919","-13.885","-72.621","87","5.1","20223006"
"5761","19940904","022824","-9.03","-74.15","160","5.1","20223006"
"5828","19941114","182952","-3.71","-79.98","30","5.1","20223006"
"5865","19941223","173731","-16.43","-72.87","30","5.1","20223006"
"5867","19941226","220420","-8.72","-76.14","28","5.1","20223006"
"5911","19950210","171936","-11.9","-77.56","41","5.1","20223006"
"5959","19950313","035601","-9.11","-75.9","89","5.1","20223006"
"5988","19950406","170624","-15.37","-76.37","22","5.1","20223006"
"6008","19950428","222953","-6.201","-73.276","33","5.1","20223006"
"6029","19950513","094633","-12.15","-75.27","109","5.1","20223006"
"6033","19950518","234838","-8.85","-73.94","76","5.1","20223006"
"6047","19950602","231822","-11.11","-79.03","22","5.1","20223006"
"6136","19950721","220612","-5.23","-81.02","37","5.1","20223006"
"6162","19950810","155547","-14.24","-75.7","61","5.1","20223006"
"6250","19950924","011747","-10.98","-78.98","28","5.1","20223006"
"6282","19951003","052026","-2.822","-77.821","33","5.1","20223006"
"6327","19951007","091525","-2.76","-77.5","77","5.1","20223006"
"6332","19951007","211955","-2.797","-77.709","62","5.1","20223006"
"6351","19951018","022529","-2.5","-77.57","55","5.1","20223006"
"6355","19951019","091336","-2.78","-77.46","122","5.1","20223006"
"6362","19951021","153619","-2.893","-77.935","33","5.1","20223006"
"6381","19951028","001304","-4.69","-80.385","66","5.1","20223006"
"6382","19951029","052849","-2.701","-77.833","33","5.1","20223006"
"6409","19951111","085954","-7.74","-74","149","5.1","20223006"
"6490","19951231","011326","-15.06","-76.36","35","5.1","20223006"
"6564","19960221","132120","-10.237","-79.573","33","5.1","20223006"
"6597","19960225","153541","-9.8938","-79.9137","24","5.1","20223006"
"6600","19960226","084913","-17.1353","-72.8568","59","5.1","20223006"
"6605","19960228","000429","-10.5456","-80.18","41","5.1","20223006"
"6616","19960305","063029","-15.6136","-72.3971","98","5.1","20223006"
"6632","19960315","130708","-8.9453","-77.7486","67","5.1","20223006"
"6639","19960322","213523","-13.5931","-75.8789","40","5.1","20223006"
"6671","19960429","053050","-8.0353","-74.8713","158","5.1","20223006"
"6682","19960509","164414","-16.6762","-74.3925","33","5.1","20223006"
"6783","19960805","060217","-9.5528","-78.7824","14","5.1","20223006"
"6794","19960810","010406","-14.2763","-76.4508","52","5.1","20223006"
"6800","19960811","082045","-8.7829","-79.7348","14","5.1","20223006"
"6806","19960813","023556","-5.4557","-77.5708","16","5.1","20223006"
"6813","19960816","125737","-5.6753","-80.1214","61","5.1","20223006"
"6821","19960825","011523","-6.6842","-80.5089","74","5.1","20223006"
"6822","19960825","012533","-7.1705","-80.8694","32","5.1","20223006"
"6828","19960825","172122","-7.0595","-80.7249","8","5.1","20223006"
"6829","19960825","174125","-7.2476","-80.9163","36","5.1","20223006"
"6831","19960826","031945","-6.9515","-80.7649","23","5.1","20223006"
"6881","19960927","090859","-12.4512","-72.1299","136","5.1","20223006"
"6891","19961006","152505","-5.6704","-81.5531","31","5.1","20223006"
"6915","19961111","185521","-16.3588","-74.293","28","5.1","20223006"
"6928","19961112","182653","-15.7311","-75.2013","18","5.1","20223006"
"6930","19961112","184208","-15.4802","-75.6371","31","5.1","20223006"
"6941","19961112","204741","-15.4257","-75.8883","26","5.1","20223006"
"6943","19961112","213524","-15.9628","-75.0953","12","5.1","20223006"
"6972","19961113","093818","-16.114","-75.0838","29","5.1","20223006"
"6974","19961113","100803","-15.5688","-75.8588","27","5.1","20223006"
"7003","19961114","095758","-15.1533","-75.7631","9","5.1","20223006"
"7034","19961116","051954","-15.8891","-75.4005","31","5.1","20223006"
"7071","19961121","123836","-15.8851","-75.1079","30","5.1","20223006"
"7072","19961121","174635","-11.3606","-73.9184","149","5.1","20223006"
"7079","19961123","161155","-15.4371","-75.5447","36","5.1","20223006"
"7118","19961214","221814","-5.0592","-80.0734","96","5.1","20223006"
"7155","19970110","114748","-5.8416","-81.1858","31","5.1","20223006"
"7202","19970209","151721","-14.6885","-76.5866","15","5.1","20223006"
"7214","19970211","013226","-14.9933","-73.3353","136","5.1","20223006"
"7216","19970212","015258","-14.7188","-76.6085","15","5.1","20223006"
"7218","19970212","122828","-14.7168","-76.4425","32","5.1","20223006"
"7233","19970216","185403","-14.7752","-73.4465","127","5.1","20223006"
"7306","19970408","175908","-8.4819","-75.7816","116","5.1","20223006"
"7425","19970715","123246","-15.9277","-72.8995","84","5.1","20223006"
"7501","19970904","212328","-16.8298","-69.1686","200","5.1","20223006"
"7597","19971104","030936","-18.7182","-71.9663","24","5.1","20223006"
"7685","19980123","061736","-11.6081","-74.8072","123","5.1","20223006"
"7705","19980207","073325","-15.1877","-75.8791","14","5.1","20223006"
"7706","19980207","090552","-7.0663","-80.5047","37","5.1","20223006"
"7745","19980223","154503","-10.8732","-74.2783","26","5.1","20223006"
"7817","19980328","114423","-17.8589","-69.2836","169","5.1","20223006"
"7821","19980328","195913","-5.7993","-80.713","38","5.1","20223006"
"7838","19980404","152814","-9.8984","-75.5286","132","5.1","20223006"
"7866","19980502","150212","-14.2843","-76.4061","14","5.1","20223006"
"7895","19980519","061154","-12.9856","-73.6643","98","5.1","20223006"
"7899","19980521","092703","-14.2861","-75.8303","45","5.1","20223006"
"7900","19980521","160913","-16.1796","-74.3424","18","5.1","20223006"
"7919","19980529","035123","-3.2012","-79.8544","77","5.1","20223006"
"7948","19980624","145320","-15.2127","-75.2472","90","5.1","20223006"
"7965","19980702","125657","-16.3636","-74.7907","57","5.1","20223006"
"8080","19981002","053821","-11.4939","-77.9148","84","5.1","20223006"
"8105","19981024","113052","-14.9845","-71.958","20","5.1","20223006"
"8117","19981102","025001","-4.9931","-80.6215","58","5.1","20223006"
"8145","19981119","072808","-9.2542","-78.8754","44","5.1","20223006"
"8146","19981119","124414","-11.84","-73.1078","19","5.1","20223006"
"8226","19981226","004745","-16.3513","-71.8667","141","5.1","20223006"
"8254","19990124","140555","-10.633","-78.9274","36","5.1","20223006"
"8295","19990318","165401","-8.8391","-75.0232","142","5.1","20223006"
"8326","19990422","004634","-17.5667","-72.8309","15","5.1","20223006"
"8361","19990525","021753","-3.3393","-81.5119","32","5.1","20223006"
"8363","19990528","215638","-14.7363","-75.8156","64","5.1","20223006"
"8388","19990624","032651","-13.5783","-76.6359","50","5.1","20223006"
"8430","19990807","145416","-17.5236","-70.5448","141","5.1","20223006"
"8505","19991015","073700","-14.2686","-76.1023","48","5.1","20223006"
"8514","19991024","163952","-8.7924","-73.8945","166","5.1","20223006"
"8574","19991227","233510","-9.7954","-70.3331","566","5.1","20223006"
"8605","20000204","172041","-13.5523","-76.2694","9","5.1","20223006"
"8610","20000208","070927","-5.43","-80.4392","38","5.1","20223006"
"8619","20000215","003647","-14.1714","-70.5739","186","5.1","20223006"
"8659","20000318","143654","-11.083","-73.837","124","5.1","20223006"
"8672","20000327","095422","-5.6383","-79.8709","85","5.1","20223006"
"8683","20000407","211529","-11.5231","-72.8314","120","5.1","20223006"
"8700","20000416","182954","-3.9356","-81.4216","28","5.1","20223006"
"8716","20000427","095800","-10.2692","-79.0599","56","5.1","20223006"
"8752","20000517","083251","-10.0606","-79.3649","45","5.1","20223006"
"8823","20000714","072544","-16.338","-74.4447","15","5.1","20223006"
"8880","20000814","040458","-2.7457","-81.4794","11","5.1","20223006"
"8896","20000821","092357","-15.9819","-75.6991","17","5.1","20223006"
"8918","20000902","171552","-2.8574","-80.4071","42","5.1","20223006"
"8940","20000913","084753","-8.1512","-74.8961","133","5.1","20223006"
"8942","20000914","092436","-3.1823","-77.2065","91","5.1","20223006"
"8950","20000919","140808","-18.4009","-69.5872","125","5.1","20223006"
"8971","20001011","230851","-6.2915","-80.7505","28","5.1","20223006"
"8984","20001019","051254","-13.8347","-71.8828","72","5.1","20223006"
"8987","20001021","071902","-5.0258","-79.5713","95","5.1","20223006"
"9001","20001028","091953","-15.1851","-72.9995","27","5.1","20223006"
"9003","20001030","031238","-9.1164","-78.2364","72","5.1","20223006"
"9059","20001208","211128","-11.322","-70.7902","151","5.1","20223006"
"9082","20010103","061911","-8.6524","-74.8972","143","5.1","20223006"
"9118","20010208","073507","-11.2592","-79.3227","29","5.1","20223006"
"9131","20010219","115628","-15.8192","-75.3525","10","5.1","20223006"
"9159","20010316","091410","-5.1782","-76.3213","136","5.1","20223006"
"9182","20010405","233912","-4.2379","-73.1847","188","5.1","20223006"
"9194","20010412","221824","-8.525","-79.6747","39","5.1","20223006"
"9255","20010623","210349","-18.4025","-71.5049","25","5.1","20223006"
"9267","20010623","214134","-17.72","-71.054","33","5.1","20223006"
"9272","20010623","221508","-16.9328","-75.1182","19","5.1","20223006"
"9308","20010624","021143","-17.3303","-72.1498","43","5.1","20223006"
"9333","20010624","051550","-17.8979","-72.1143","27","5.1","20223006"
"9345","20010624","062746","-16.3852","-74.2941","38","5.1","20223006"
"9352","20010624","081056","-17.676","-72.033","33","5.1","20223006"
"9356","20010624","084831","-17.3448","-72.5842","47","5.1","20223006"
"9360","20010624","105250","-16.5139","-71.3814","10","5.1","20223006"
"9363","20010624","120428","-17.474","-72.1946","43","5.1","20223006"
"9385","20010624","174151","-17.7433","-72.3123","41","5.1","20223006"
"9391","20010624","222840","-16.2819","-72.842","48","5.1","20223006"
"9400","20010625","024537","-16.4606","-74.2479","24","5.1","20223006"
"9419","20010625","194347","-17.0856","-72.9545","45","5.1","20223006"
"9486","20010629","062848","-14.5102","-68.8718","200","5.1","20223006"
"9506","20010630","201827","-17.9484","-72.2156","40","5.1","20223006"
"9519","20010701","131116","-17.4427","-74.5854","27","5.1","20223006"
"9558","20010707","115559","-17.6385","-72.2154","32","5.1","20223006"
